course_encoding,userid,exam_fail,final_fail,exam_gifted,final_gifted
17,6342,0,0,0,0
17,6346,0,0,0,0
17,6347,0,0,0,0
17,6348,0,0,0,0
17,6349,0,0,0,0
17,6350,0,0,0,0
17,6351,1,1,0,0
17,6352,0,0,0,0
20,4282,0,0,0,0
20,4291,0,0,1,1
20,5736,0,0,1,1
20,5805,0,0,0,0
20,5837,0,0,1,1
20,5842,0,0,0,0
20,5889,0,0,1,1
20,5901,0,0,0,0
20,5908,1,0,0,0
20,5929,1,0,0,1
20,5936,0,0,0,0
20,6027,0,0,0,0
20,6028,0,0,1,1
20,6029,0,0,0,0
20,6030,0,0,0,0
20,6031,0,0,1,1
20,6331,0,0,0,0
20,6333,0,0,0,0
20,6334,0,0,0,0
20,6335,0,0,0,0
20,6336,0,0,1,1
20,6337,0,0,1,1
20,6342,0,0,0,0
20,6346,0,0,0,0
20,6347,0,0,0,0
20,6348,0,0,1,1
20,6349,0,0,1,1
20,6350,0,0,0,0
20,6351,1,1,0,0
20,6352,0,0,0,0
21,5736,0,0,1,1
21,5805,0,0,1,1
21,5837,0,0,0,0
21,5842,0,0,1,1
21,5889,0,0,1,1
21,5901,0,0,0,0
21,5908,0,0,0,0
21,5929,1,0,0,1
21,5936,0,0,0,0
21,6027,0,0,0,0
21,6028,0,0,1,1
21,6029,1,1,0,0
21,6030,0,0,0,0
21,6031,0,0,0,0
21,6331,0,0,1,1
21,6333,0,0,0,0
21,6334,0,0,0,0
21,6335,0,0,1,0
21,6336,0,0,0,0
21,6337,0,0,0,0
21,6342,0,0,0,0
21,6346,0,0,0,0
21,6347,0,0,0,0
21,6348,0,0,0,0
21,6349,0,0,0,0
21,6350,0,0,1,1
21,6351,0,0,0,0
21,6352,1,0,0,0
22,5736,0,0,1,1
22,5805,1,1,0,0
22,5837,0,0,1,1
22,5842,0,0,0,0
22,5889,0,0,0,0
22,5901,0,0,0,0
22,5908,0,0,1,1
22,5929,0,0,1,1
22,5936,0,0,1,1
22,6027,0,0,1,1
22,6028,0,0,1,1
22,6029,1,1,0,0
22,6030,0,0,0,0
22,6031,0,0,1,1
22,6331,0,0,0,0
22,6333,0,0,0,0
22,6334,0,0,1,1
22,6335,0,0,1,1
22,6336,0,0,1,1
22,6337,0,0,1,1
22,6342,0,0,0,0
22,6346,0,0,1,1
22,6347,0,0,1,1
22,6348,0,0,0,0
22,6349,0,0,1,1
22,6350,0,0,0,0
22,6351,0,0,1,1
22,6352,0,0,0,0
24,1812,0,0,0,0
24,5893,0,0,0,0
24,5915,0,0,0,0
24,5924,0,0,0,0
24,6045,1,1,0,0
24,6046,0,0,1,1
24,6048,0,0,1,0
24,6050,0,0,0,0
24,6052,0,0,0,0
24,6053,1,1,0,0
24,6054,0,0,0,0
24,6056,0,0,0,0
24,6059,0,0,0,1
24,6062,1,1,0,0
24,6063,0,0,0,0
24,6064,0,0,0,0
24,6067,0,0,0,0
24,6068,0,0,0,1
24,6069,0,0,1,1
24,6071,0,0,0,0
24,6558,0,0,0,0
24,6559,0,0,1,0
24,6560,0,0,0,1
24,6561,0,0,0,0
24,6562,0,0,1,1
24,6563,0,0,1,0
24,6564,0,0,1,1
24,6566,0,0,0,0
24,6568,0,0,0,0
24,6571,0,0,1,1
24,6572,0,0,0,0
24,6642,0,0,1,1
24,6646,0,0,0,0
24,6648,0,0,0,0
24,6656,0,0,0,1
24,6671,0,0,0,0
25,1812,1,0,0,0
25,5893,0,0,1,1
25,5915,0,0,0,0
25,5924,0,0,0,0
25,6045,0,0,0,0
25,6046,0,0,1,1
25,6048,0,0,1,1
25,6050,0,0,0,0
25,6052,0,0,0,0
25,6053,0,0,1,1
25,6054,0,0,0,0
25,6056,0,0,0,0
25,6059,0,0,0,0
25,6060,0,0,1,1
25,6062,0,0,1,1
25,6063,0,0,1,1
25,6064,1,0,0,1
25,6067,0,0,1,1
25,6068,0,0,0,0
25,6069,0,0,0,0
25,6071,0,0,0,0
25,6558,0,0,0,0
25,6559,0,0,0,0
25,6560,0,0,1,1
25,6561,0,0,0,0
25,6562,0,0,0,0
25,6563,0,0,1,1
25,6564,0,0,0,0
25,6566,0,0,1,1
25,6568,0,0,0,0
25,6571,0,0,0,0
25,6572,0,0,0,0
25,6642,1,0,0,0
25,6646,0,0,0,0
25,6648,1,0,0,1
25,6656,0,0,0,0
25,6671,0,0,1,1
26,1812,0,0,0,0
26,4209,1,1,0,0
26,5893,1,1,0,0
26,5915,0,0,0,0
26,5924,0,0,0,0
26,6045,0,0,1,1
26,6046,0,0,0,0
26,6048,0,0,0,0
26,6050,0,0,0,0
26,6052,0,0,1,1
26,6053,0,0,0,0
26,6054,1,0,0,0
26,6056,1,1,0,0
26,6059,0,0,0,0
26,6060,1,1,0,0
26,6062,1,1,0,0
26,6063,0,0,1,1
26,6064,0,0,0,0
26,6067,0,0,0,0
26,6068,0,0,0,0
26,6069,1,1,0,0
26,6071,0,0,1,1
26,6558,0,0,1,1
26,6559,0,0,0,0
26,6560,0,0,0,0
26,6561,0,0,1,1
26,6562,0,0,0,0
26,6563,0,0,0,0
26,6564,0,0,0,0
26,6566,0,0,0,0
26,6568,0,0,1,1
26,6569,1,1,0,0
26,6571,0,0,0,0
26,6572,1,1,0,0
26,6642,0,0,1,1
26,6646,0,0,0,0
26,6648,1,1,0,0
26,6656,0,0,1,1
26,6671,0,0,0,0
28,1812,0,0,0,0
28,5893,0,0,0,0
28,5915,0,0,0,0
28,5924,0,0,1,1
28,6045,0,0,0,0
28,6046,0,0,0,0
28,6048,0,0,1,1
28,6050,0,0,0,0
28,6052,1,1,0,0
28,6053,0,0,1,1
28,6054,0,0,0,0
28,6059,0,0,1,1
28,6062,0,0,0,0
28,6063,0,0,1,1
28,6064,0,0,0,0
28,6067,0,0,1,1
28,6068,0,0,1,1
28,6069,1,1,0,0
28,6071,0,0,0,0
28,6558,0,0,1,1
28,6559,0,0,0,0
28,6560,0,0,0,0
28,6561,0,0,1,1
28,6562,0,0,1,1
28,6563,0,0,1,1
28,6564,0,0,1,1
28,6566,0,0,0,0
28,6568,0,0,1,1
28,6571,0,0,0,0
28,6572,0,0,1,1
28,6642,1,1,0,0
28,6646,0,0,0,0
28,6648,0,0,1,1
28,6656,0,0,0,0
28,6671,0,0,0,0
29,5740,0,0,1,1
29,6969,0,0,1,1
29,6990,0,0,1,1
29,7069,0,0,1,1
29,7070,0,0,1,1
29,7071,0,0,1,1
29,7072,0,0,0,0
29,7073,0,0,0,0
29,7074,0,0,0,0
29,7075,0,0,1,1
29,7076,0,0,1,1
29,7077,0,0,1,1
29,7079,0,0,1,1
29,7080,0,0,1,1
29,7081,0,0,0,0
29,7082,0,0,0,0
29,7083,0,0,0,0
29,7084,1,1,0,0
29,7085,0,0,0,0
29,7141,0,0,0,0
29,7163,0,0,0,0
29,7164,0,0,0,0
29,7184,0,0,1,1
29,7194,0,0,0,0
29,7218,0,0,0,0
29,7230,0,0,0,0
29,7242,0,0,0,0
29,7243,0,0,0,0
29,7248,0,0,1,1
29,7250,0,0,0,0
31,5740,0,0,0,0
31,6969,0,0,0,0
31,6990,0,0,0,0
31,7069,0,0,1,1
31,7070,0,0,0,0
31,7071,0,0,0,0
31,7072,0,0,0,0
31,7073,0,0,1,1
31,7074,0,0,0,0
31,7075,0,0,0,0
31,7076,0,0,0,0
31,7077,0,0,1,1
31,7079,0,0,0,0
31,7080,0,0,1,1
31,7081,0,0,0,0
31,7082,0,0,0,0
31,7083,0,0,0,0
31,7084,1,1,0,0
31,7085,0,0,0,0
31,7141,0,0,0,0
31,7163,0,0,0,0
31,7164,1,1,0,0
31,7184,0,0,0,0
31,7194,0,0,0,0
31,7218,0,0,0,0
31,7230,1,1,0,0
31,7242,0,0,0,0
31,7243,0,0,0,0
31,7248,0,0,1,1
31,7250,0,0,0,0
32,5740,0,0,0,0
32,6969,0,0,0,0
32,6990,0,0,0,0
32,7069,0,0,1,1
32,7070,0,0,0,0
32,7071,0,0,0,0
32,7072,0,0,1,1
32,7073,0,0,0,0
32,7074,0,0,0,0
32,7075,0,0,0,0
32,7076,1,0,0,0
32,7077,0,0,0,0
32,7079,0,0,0,0
32,7080,0,0,0,0
32,7081,0,0,0,0
32,7082,0,0,1,1
32,7083,0,0,0,0
32,7084,1,1,0,0
32,7085,1,1,0,0
32,7141,0,0,1,1
32,7163,0,0,1,1
32,7164,0,0,0,0
32,7184,0,0,1,1
32,7194,1,0,0,0
32,7218,0,0,0,0
32,7230,1,1,0,0
32,7242,0,0,0,0
32,7243,0,0,0,0
32,7248,0,0,0,0
32,7250,0,0,0,0
37,985,0,0,0,0
37,3419,0,0,0,0
37,3823,0,0,0,0
37,3855,0,0,0,0
37,3889,0,0,0,0
37,3895,0,0,1,1
37,3897,0,0,1,1
37,3934,0,0,1,1
37,3941,0,0,1,1
37,3942,0,0,1,1
37,4012,0,0,0,0
37,4559,0,0,0,0
37,4745,0,0,0,0
37,4755,0,0,1,1
37,4760,0,0,0,0
37,4820,0,0,0,1
37,4821,0,0,0,0
37,4825,0,0,0,0
37,4829,0,0,0,0
37,4830,0,0,0,0
37,4831,0,0,0,0
37,4832,0,0,0,0
37,4843,0,0,1,1
37,4845,0,0,0,0
37,4846,0,0,0,0
37,4863,0,0,0,0
37,4868,0,0,1,1
37,4940,0,0,1,1
37,4942,0,0,0,0
37,4945,0,0,1,1
37,4946,0,0,1,1
37,4947,0,0,0,1
37,4948,0,0,0,0
37,4949,0,0,1,1
37,4951,0,0,0,0
37,4954,0,0,1,1
37,4955,0,0,0,0
37,4956,1,1,0,0
37,4960,0,0,1,1
37,4961,0,0,0,0
37,4962,0,0,1,1
37,4963,0,0,0,1
37,4965,0,0,0,0
37,4966,0,0,0,1
37,4970,0,0,0,0
37,4971,1,1,0,0
37,4972,0,0,0,0
37,4975,0,0,0,0
37,4977,0,0,0,0
37,4980,0,0,0,0
37,4983,0,0,1,1
37,4998,0,0,0,0
37,4999,0,0,0,0
37,5000,0,0,0,0
37,5005,0,0,1,1
37,5007,0,0,1,1
37,5018,0,0,0,1
37,5019,0,0,1,1
37,5020,0,0,0,0
37,5022,0,0,1,1
37,5024,0,0,0,0
37,5025,0,0,1,1
37,5026,0,0,1,1
37,5027,0,0,0,0
37,5028,0,0,0,1
37,5029,0,0,0,1
37,5030,0,0,1,1
37,5031,0,0,1,1
37,5032,0,0,0,0
38,985,0,0,0,0
38,3419,0,0,0,1
38,3823,0,0,0,1
38,3855,0,0,0,0
38,3889,0,0,1,1
38,3895,0,0,0,0
38,3897,0,0,0,1
38,3934,0,0,0,0
38,3941,0,0,0,0
38,3942,0,0,0,0
38,4012,0,0,0,0
38,4559,0,0,0,0
38,4745,0,0,0,0
38,4755,0,0,0,1
38,4760,0,0,0,0
38,4820,0,0,0,0
38,4821,0,0,0,0
38,4825,0,0,0,0
38,4829,0,0,0,1
38,4830,0,0,0,1
38,4831,0,0,0,0
38,4832,0,0,0,0
38,4843,0,0,0,1
38,4845,0,0,0,0
38,4846,0,0,0,0
38,4863,0,0,0,1
38,4868,0,0,0,0
38,4940,0,0,0,1
38,4942,0,0,0,0
38,4945,0,0,0,0
38,4946,0,0,0,1
38,4947,0,0,0,0
38,4948,0,0,0,1
38,4949,0,0,0,0
38,4951,0,0,0,0
38,4954,0,0,0,0
38,4955,0,0,0,1
